apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature
com.calculator,9,0,0,0,0,1,0,6,6,3,0
com.photorecoveryshop.v2015,6,0,1,0,0,2,0,6,10,3,0
appinventor.ai_angelovaldora.OndaLigure,4,0,0,0,1,1,27,7,9,5,0
com.newinfomaeightba.BlowApp,9,0,5,3,0,8,9,6,22,7,0
com.appall.memorialschedule,6,0,1,2,0,4,26,4,2,2,0
appinventor.ai_harryauwm.HarryCompassA,2,0,0,0,0,1,26,7,8,4,0
appinventor.ai_homelawyer_ve.COPP,1,0,0,0,0,1,30,7,3,3,0
com.gongjin.cradio,6,0,0,2,0,1,3,5,11,7,7
com.apppeople,2,0,1,1,0,4,9,6,14,5,0
com.ptn.A1BeautifulNails,3,0,0,0,0,1,4,2,2,2,0
com.dhyohaw,3,0,0,0,0,1,8,2,2,2,0
com.bugwood,3,0,0,0,0,1,11,5,2,2,0
com.android.gus,1,0,3,3,0,6,2,4,13,2,0
com.dxjxrr.GoogleTranslator,5,0,0,5,0,1,0,6,14,3,0
com.bastian,2,0,0,0,0,1,6,4,3,2,0
com.org.face,16,0,3,4,0,12,0,2,50,0,0
com.bestapps,3,0,0,0,0,2,12,7,2,2,0
com.google.provision,2,0,3,2,1,24,2,9,21,8,0
com.age.aravindreddy.agezodiacsign,6,0,0,0,0,1,14,4,2,2,0
com.bilution,9,0,1,1,0,4,8,9,8,4,0
com.partydressdesign.yuhara,3,0,0,0,0,1,8,2,2,2,0
com.gucdxj.tendrops,5,0,0,2,0,1,0,6,13,3,0
cn.d.vdfrt.hkb,37,0,0,1,5,1,7,8,16,8,0
com.efguc.webview,7,1,1,5,0,1,0,3,6,0,0
com.example.calculatorforprogrammerB9D29E7D06E81EA6150D5BFCBADCC20BE8AB117B,5,0,1,0,2,2,8,7,7,5,0
com.mitpplay.uejjorai,9,0,1,0,0,2,4,8,12,4,0
com.btrt.zsgm,2,0,3,1,0,15,0,0,30,0,0
appinventor.ai_dwi31endang.ALISHACHINAI,3,0,0,0,1,1,34,9,4,4,0
com.malaysia90an.thejoker,3,0,0,0,0,1,9,3,2,2,0
com.bestwallpaperscollection,9,0,4,3,0,5,7,8,14,6,0
com.abhyuday,7,0,0,0,1,1,19,4,4,2,0
com.asfwan.foresight,2,0,0,1,0,1,7,3,2,2,0
com.ishow.dzhsq0,6,0,1,1,1,3,3,9,15,7,1
com.CuteFlowers,3,0,0,0,0,1,4,2,2,2,0
com.db.wholesaledokan,1,0,0,0,0,1,0,1,4,1,0
cat.tv3.eng,31,1,2,0,0,3,10,9,6,4,0
co.kr.colorfuldna,12,0,4,2,0,7,1,6,11,4,0
com.cassie.instagram.unfollow,3,1,0,0,0,1,2,6,6,2,0
com.androdev22.beautyhandbag,3,0,0,0,0,1,4,2,2,2,0
com.qzk.share528E2B87259829139004A17D5FB8B0B5F28DFE79,32,1,0,0,0,2,0,2,8,0,0
com.delisiousbf,6,0,4,3,0,5,2,8,16,8,0
cn.thoughtquanty.zljpdi,2,0,0,1,0,1,2,5,7,3,0
cn.barongzapp,2,0,1,1,0,2,1,4,10,3,0
appinventor.ai_d_russo.Calcola_multi_area,5,0,0,0,0,1,30,8,5,3,0
cc.po,2,0,1,3,1,26,4,8,13,5,0
com.nestik.json,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_jmasque,3,0,0,0,0,1,30,7,5,3,0
app.xunxun.homeclock2FEB682295D9A620F27F31E635B6267331277791,9,1,1,5,0,1,0,3,12,0,0
com.hd.android.tubede,13,2,11,10,0,12,0,6,34,3,1
appinventor.ai_arnold501,4,0,0,0,0,1,28,7,5,4,0
com.atop,3,0,0,0,0,2,10,3,2,2,0
com.aries.duxin.xlx4465FD5CD93093DC18007EB0162BA1854FE90C58,8,0,0,1,0,1,0,2,10,0,0
com.android.panel.settings.bro,2,0,1,1,0,19,2,3,13,5,0
com.docsuggest_doc_mamtha_reddy,1,0,0,0,0,1,11,7,10,5,0
com.WeddingTartDesigns.RylaiCrestfall,3,0,0,0,0,1,4,2,2,2,0
chothsesh,5,0,1,1,0,2,7,6,5,2,0
cn.pccyladdo.vrvizhnzsy,2,0,0,1,0,1,2,4,6,2,0
com.Destinasi.lombok,3,0,0,0,0,1,5,2,2,2,0
br.com.vemprobairro.mobile,1,0,0,0,0,1,0,2,5,2,0
com.myfamilybazaar.app,1,0,0,0,0,1,0,0,4,0,0
com.LaguTrioLibelsMp3.Unique_Studio,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_loverockshard,2,0,0,0,1,1,28,7,6,4,0
com.mumayi.paymentpay,14,0,0,1,0,2,10,12,21,6,0
com.kingoapp.root,5,0,2,3,0,4,3,6,35,9,0
com.cooeeui.zenlauncherEE22189808EFD7AA25E4E53E9016BEEB39C440C9,24,1,5,5,0,9,9,8,30,11,6
com.daveduncancorp.apassionata,1,0,0,0,0,1,0,1,6,1,0
com.jonyups2jfhs.kfis,7,0,1,1,0,2,0,1,9,1,1
com.artox.domby.inf,9,0,0,0,0,1,0,3,5,1,0
appinventor.ai_adeonad1213.IisDahlia,3,0,0,0,0,1,34,9,4,4,0
com.jmikjic.bfolders.android,13,0,1,1,0,1,0,2,3,0,0
appinventor.ai_myinfoapps247,3,0,0,0,0,1,24,8,3,3,0
com.mirx.pokemon,5,0,1,1,2,3,22,7,5,3,0
com.bysczh.cyzmc,11,0,1,1,0,2,2,4,15,1,0
com.HitsDoodleAfabetAmerika.myapps,3,0,0,0,0,1,4,2,2,2,0
com.Mp3TakbirIdulFitriLengkap.hadidroid,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_udayiniaddanki,1,0,0,0,0,1,30,7,3,3,0
com.linkinpark.thejoker,3,0,0,0,0,1,8,2,2,2,0
com.dxjxrr.hand.octamx,7,0,1,2,0,3,0,6,13,3,0
com.hdc.bookmark245945,2,0,0,0,0,1,5,5,4,2,0
appinventor.ai_pillar62,3,0,0,0,0,1,24,8,4,3,0
com.jinbocc.minggongjiajiu,2,1,1,2,0,1,0,3,2,0,0
be.irceline.mobile,1,0,0,0,0,1,2,2,5,2,0
appinventor.ai_khusnulbisnis77.THEPUPPINISISTER,3,0,0,0,0,1,35,8,4,4,0
com.TipsMenghilangkanKarangGigi.rondiahndroid,3,0,0,0,0,1,8,2,2,2,0
com.qwbcg.android.jrsqkbfgdg,24,0,3,4,0,4,16,7,11,6,0
app.viasferratasandorra,2,0,0,0,0,1,0,2,2,1,0
appinventor.ai_zaenal77hafid.BEBEREXHA,3,0,0,0,0,1,34,9,4,4,0
appinventor.ai_agenciahouseentretenimento.SolSalvador,1,0,0,0,0,1,30,7,3,3,0
com.poipoi.crazyestate,6,0,1,1,0,2,0,5,10,1,0
com.flashlight.bysczh,23,1,5,9,1,7,6,9,23,11,3
com.andromo.dev84484,5,1,0,1,0,1,4,3,3,2,1
com.AllSongsIggyAzalea2017.musik,3,0,0,0,0,1,8,2,2,2,0
com.passward.byzm.oncemore,4,0,1,1,0,3,0,0,13,1,0
com.betterdict.tinymyen,6,0,0,0,0,1,14,7,8,5,0
b4a.groupcalcfree,3,0,0,0,0,1,26,10,1,0,6
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
com.CostomHat.ardhoapp,3,0,0,0,0,1,4,2,2,2,0
com.appastrophe.sports,4,0,0,0,0,2,13,6,7,4,0
com.hcyx.hq,9,0,0,1,0,2,2,9,33,9,2
com.bbc,27,0,7,3,0,13,12,7,8,6,9
candy.filemanage,4,1,1,3,0,5,0,3,2,0,0
com.applogic,2,0,0,0,0,1,6,8,6,3,1
com.elcorconsultant.buzaucityreportapk,1,1,4,5,0,6,1,3,10,3,0
bighead.wallpaper.dongman,12,0,3,6,0,8,1,8,10,6,1
com.admissionprocessnursary.kaps,6,0,1,3,0,2,17,9,6,4,0
com.app,11,0,2,4,1,4,3,6,8,3,0
com.ming.GlobeMilitaryNew,8,1,3,4,2,5,4,9,13,9,0
aimoxiu.theme,1,0,0,0,0,1,0,5,8,4,0
com.appgamefree,9,0,1,0,0,2,0,4,9,4,0
com.hd.android1997AB458703467D1E4047B81A9DAE91E5C4E942,4,0,1,8,0,3,0,1,22,0,0
br.gov.pb.detran,6,0,0,0,1,1,0,2,2,1,0
com.berita,2,0,0,0,0,1,5,4,2,2,0
com.betterdict.tinysoen,6,0,0,0,0,1,17,7,8,5,0
com.baijia.game,10,0,0,1,0,1,0,2,8,0,0
com.plaidskirtoutfitstyles.hexadina,3,0,0,0,0,1,4,2,2,2,0
com.CaraMerawatKuku,3,0,0,0,0,1,4,2,2,2,0
com.onehaftyte.retrocameraprank,4,0,3,2,0,5,5,7,10,5,1
ca.charboapps,4,0,1,1,0,3,10,4,2,2,0
com.ktls.scandandclear39AA7F8F747061852F72052A066BFB061BF979B0,19,1,8,6,0,18,0,1,17,0,0
com,4,0,0,0,0,1,11,4,2,0,0
com.alsatiamedia.healthynoodles,2,0,0,0,0,1,8,2,3,2,0
com.ringtones.carsoundsringtones,7,0,2,1,0,2,3,6,9,6,0
com.branch.www,5,0,0,0,0,3,0,2,12,0,0
com.androidlord,29,0,1,1,1,10,1,9,17,10,7
com.pizzadigitalfgje.akhroidpizza,2,0,1,1,0,2,0,1,8,1,0
com.Fotographers.MaxZoomCamera,7,0,1,1,0,2,14,6,12,8,1
com.hd.android11237FAD41EFC3650232330111FB5C9E00F1429E,4,0,1,8,0,3,0,1,22,0,0
com.buildall,6,0,0,0,1,2,12,4,3,0,2
appmobilePendu.JeuxPendu.PenduFree,4,0,0,0,0,1,8,3,2,2,0
com.CeilingFanWithLightIdeas.ikhlesias,3,0,0,0,0,1,4,2,2,2,0
com.goyal.website2apk,1,0,0,0,0,1,0,0,6,0,0
appinventor.ai_koy80416992,9,0,0,0,0,1,24,7,3,3,0
ca.notdesignintent.tinyimgur,2,0,0,1,0,3,4,6,4,2,1
com.ehtuhd.f73Bhd3uD,2,0,4,1,0,6,0,3,12,5,0
com.Resepmasakanpedas.femilyadroid,3,0,0,0,0,1,8,2,2,2,0
aimoxiu.theme.mx9e29de25e050591d8bb195752a33222f,1,0,0,0,0,1,0,5,8,4,0
com.devuni.flashlight,6,1,3,4,0,5,0,2,16,0,3
com.dida,15,1,0,2,0,2,0,2,6,0,0
com.andromo.dev6995,4,0,0,0,0,1,4,3,2,2,1
com.a0soft.gphone.aPortaDrukolop,9,0,1,1,0,2,1,2,9,0,0
com.azfrgame,6,1,1,1,0,4,2,6,16,4,0
capitecbank.remote,1,0,1,1,0,3,1,7,6,3,0
com.chengde.baocms,22,1,1,5,0,2,0,2,26,0,2
com.jimboye.raise,4,0,0,0,0,1,8,3,2,2,0
appinventor.ai_zaenal77hafid.TINASHE,3,0,0,0,0,1,34,9,4,4,0
com.aks,9,0,0,0,1,1,10,8,6,5,0
com.appsilo,2,0,0,0,0,1,6,2,2,2,0
com.menstruation.capsuleAEBAE833ACC41F381935DE2E5D82525504EF799B,6,0,3,2,0,3,0,2,8,1,0
com.jubao,9,0,0,0,0,1,31,8,2,1,0
b007,1,0,1,1,0,3,6,5,2,0,0
com.eopus.mybabyis,5,0,0,0,0,1,22,5,2,2,0
com.gameloft.android.ANMP.GloftFSKG.MLnewtwe,5,0,1,1,0,4,1,7,16,7,0
com.admobiledev.storiesofsahabasfree,5,1,0,0,0,2,8,3,2,2,0
com.allove.zipcodeghfhtf,2,0,1,1,0,4,0,5,8,1,0
com.andamero,7,0,1,1,0,2,13,7,3,3,0
com.flikiewallpapers.galtukukaishije,7,1,4,3,0,16,0,3,19,7,0
com.baidu.sumeru,1,0,0,0,0,1,0,1,5,1,0
com.brujosparaelamor.tenzo,1,0,0,0,0,1,0,0,7,0,0
com.firestar.gucdxj.toway.frog,4,0,0,2,0,1,0,6,12,3,0
com.jock.more.byzm0D7A651F37AD111EBACAC516AB423BFFB78BE35C,2,0,0,0,0,1,2,2,14,3,0
com.extenc.diffe,2,0,1,3,1,21,4,10,15,7,0
com.BabyBedDesign.sinabil,3,0,0,0,0,1,8,2,2,2,0
com.laguanaklengkap.thejoker,3,0,0,0,0,1,8,2,2,2,0
com.as.ytb.a7,5,2,4,3,0,14,1,2,11,2,0
com.pokemon.gofor.guide,3,0,2,1,0,10,0,2,10,0,0
com.computertimeco.minishot.androidhjhky,4,0,1,1,0,4,4,2,9,1,0
com.elfswipe8B5A9BC7E0615204103E765AF2A66BE232940A15,7,1,3,5,0,10,12,7,15,5,1
com.reglementationsacm.apk,1,0,0,0,0,1,0,0,4,0,0
com.andromo.dev18391,13,0,0,0,0,1,4,3,2,2,1
chanakya.neeti.hindi,10,0,0,0,0,1,11,6,4,2,0
appinventor.ai_najih94izzan.KEENV,3,0,0,0,0,1,34,9,4,4,0
com.alpha.touchbutterfly,8,0,0,0,0,1,18,6,5,4,0
com.goyal.website2apk33ECF3E242C24A3C0A4E68E4529FD3DFA6998B1C,1,0,0,0,0,1,0,0,7,0,0
com.TrikMemilihKacaMata.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
cn.ysyy,11,1,0,1,0,1,0,8,24,7,0
com.aptus,17,0,3,4,0,9,0,9,19,8,0
com.rao.fumoneyweng.millionaire,9,0,0,6,0,1,0,6,11,3,0
apk.renaultradiounlockcodes.com,2,0,1,1,0,1,13,10,5,3,0
com.android.cqccb,1,0,2,2,0,6,2,4,13,1,0
com.boosterm,9,0,0,0,0,1,13,5,9,3,1
com.bysczh.notes,2,0,1,1,1,2,0,1,12,0,0
com.obatherbaljantungkoroner.rizaluye,3,0,0,0,0,1,8,2,2,2,0
com.banglaDroid,5,0,0,0,0,1,10,3,2,2,0
com.androidemu,13,0,2,2,0,7,0,5,14,10,0
com.creativegiftbaskets.Panroll,3,0,0,0,0,1,4,2,2,2,0
com.hotwifi.pt,13,0,5,8,0,21,2,12,32,12,0
com.brsmeas,3,0,1,1,0,4,0,5,21,7,0
com.dollclothesstyle.djamila,3,0,0,0,0,1,4,2,2,2,0
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
appinventor.ai_radiocode.Chrysler_Panasonic_Radiocode,2,0,0,0,0,1,30,8,6,3,0
com.agenttapp,2,0,1,0,0,2,0,0,3,1,0
com.jinkaoedu.calculator,19,1,0,1,0,1,0,2,7,0,0
com.cabcderbufvkdapao81CC781AB0F9890DFEE1996E327BD2D5B0F6CA3B,7,0,1,1,0,2,0,3,9,0,0
com.grehdffes.fesssdafe,4,0,3,4,0,7,2,3,22,1,0
com.gucdxj.saomiaoppp,13,0,1,2,0,9,0,2,10,0,1
com,5,2,3,2,0,5,5,5,5,3,0
com.camelgames.shootudv,7,0,1,1,0,2,0,3,8,0,0
com.AnekaResepHidanganPembuka.rizaluye,3,0,0,0,0,1,8,2,2,2,0
com.dg,4,0,0,0,0,1,8,3,2,2,0
com.hacerbrujeria.serna,1,0,0,0,0,1,0,0,7,0,0
com.AsifKhanApps.indiannaatsnaatain,9,0,0,0,0,1,16,3,2,2,0
com.alladinkeupaay.dhokha,6,0,1,3,0,2,12,4,7,5,0
com.example.flashliJUIHKLF2418570D42D0F52C1FFD9375CB167AFA4222B0A,3,0,1,2,0,4,2,5,14,2,0
com.dailymedicalinfo.hairservices,3,0,0,0,0,1,9,3,2,2,0
checklisting.com,2,0,1,1,0,1,13,10,5,3,0
com.doadoa,2,0,0,0,0,1,7,2,4,3,0
com.pocket.smart,8,0,5,6,0,23,0,6,43,3,0
com.newinfomasevenqi.nes19.sjl3,14,0,1,5,0,3,11,2,17,3,0
ampleempire,4,0,1,1,1,3,5,5,11,5,0
com.chungwrithe.baikuaierw,3,0,0,4,0,1,0,6,12,3,0
com.frenchbulldog,10,0,2,0,0,3,8,6,12,7,1
apps.infinite.giantstompsound,6,0,0,0,0,1,15,4,2,2,0
appinventor.ai_s14007905.APP02_BOTE_PINTURA_SEBASTIAN_MENDOZA,1,0,0,0,0,1,28,8,6,4,0
com.appixia,4,0,0,0,0,1,7,6,2,1,0
appinventor.ai_spsrathore80.rsmssb,11,0,0,0,0,1,35,8,3,3,0
com.ezzebd.androidassistant584B022A8C0B42B0326DA7BEB5749D3BA9A70975,12,0,8,9,0,11,4,9,27,15,0
com.android.qiushui.app.runpnnewni,6,0,1,2,0,4,1,3,10,2,0
com.bidd,12,2,6,4,0,6,3,5,11,6,7
com.andromo.dev308822,14,0,0,0,0,1,8,4,2,2,1
com.klobucaral.livewallpaper.strawberries,4,0,0,1,0,2,9,4,7,4,1
com.lwp.falcon,7,0,1,2,0,4,17,7,8,4,1
b4a.example,2,0,5,5,0,2,10,11,19,10,0
com.newinfomaeightba.gold,2,0,1,1,0,2,0,3,11,1,0
com.kubao.seller,18,0,7,5,0,13,0,1,12,0,0
com.SecQRCodeIISW,3,0,0,0,0,1,0,6,16,3,0
com.ceramahgusmus,2,0,0,0,0,1,7,2,4,3,0
cache.wind,5,0,0,0,0,1,8,3,5,4,2
com.berita.indonesia,24,0,7,3,0,13,12,7,8,6,9
com.aplikasi,1,0,0,0,0,1,0,1,7,1,0
com.KoKtecs.Recorder7D3317E882338A13E15741E692C683C87829662C,5,0,4,1,0,9,0,3,12,0,0
com.android.facebook.audience.service,2,0,0,0,0,1,10,3,2,2,0
com.ea.sdkfgewwertgrere,2,0,1,1,0,4,3,1,9,1,0
com.example.adultvictoria979CBB3E09799AC90C1B92E0A8B7E6FF5061B268,5,0,5,7,0,13,0,6,41,5,0
com.LunchRecipes.AsidiqMedia,3,0,0,0,0,1,4,2,2,2,0
activities.repalle.info.repalle,14,0,0,0,0,1,5,4,2,1,0
com.itlk.hkao.ypax,10,0,2,2,0,8,3,6,14,4,0
com.burin,31,1,9,21,11,33,0,13,33,10,0
com.NewHijabStyle.bendolapps2,3,0,0,0,0,1,4,2,2,2,0
com.baay,2,0,3,1,0,15,0,0,30,0,0
appinventor.ai_labelleprojectcad.FinancialFreedom_lite,8,0,0,0,1,1,30,7,5,3,0
com.miaoyue91.autocopy,12,0,1,2,0,4,0,2,9,0,0
com.bw,9,0,0,3,0,3,12,4,3,1,0
aaBbO.hQhmsK.DYWN,16,0,4,12,0,29,0,0,83,0,0
com.as.vlii.ytb,11,2,3,3,0,14,1,2,12,2,0
com.CdLsEms,8,0,0,0,0,1,8,4,4,2,0
com.mitchbi.sniperhjgfhtghtht,46,0,1,1,0,2,3,6,9,4,0
com.braapp.prankscanner.ultrasongapp,10,0,1,3,0,3,13,6,10,7,0
com.burin,31,1,9,21,11,33,0,13,33,10,0
aimoxiu.theme.mx459fdd1032c507f9e83178f59f7ceb10,1,0,0,0,0,1,0,5,8,4,0
com.hainiu.gbvlkjhfutyfi,3,0,1,1,1,2,2,3,8,0,0
com.dlgame,8,0,0,0,1,3,12,8,6,5,0
com.fathulqorib.khuruj,3,0,0,0,0,1,4,2,2,2,0
com.ResepPancake.yufadroid,3,0,0,0,0,1,8,2,2,2,0
com.channels.frequency,6,0,0,0,0,1,6,2,3,2,0
attend.android,21,1,0,0,0,4,19,5,8,4,2
com.avlon,4,0,0,1,0,1,8,4,9,4,0
com.mitchbi.sniperdfeefs,46,0,1,1,0,4,3,6,9,4,0
com.appybuilder.musicone017.ibrahim_tatlises,3,0,0,0,0,1,38,11,6,5,0
com.goyal.dscj8888v2,1,0,0,0,0,1,0,0,6,0,0
com.bylhzz,11,0,1,1,0,2,2,3,15,1,0
com.BelarusianSongs.SurgaDarussalam,3,0,0,0,0,1,8,2,2,2,0
aiyinyue1dscd.mianfei.haohao,3,0,0,0,0,1,4,5,11,5,0
com.destiny.byzm,24,0,1,1,0,3,2,2,14,3,0
air.FormalCondoEscape,2,0,0,0,0,1,7,2,1,1,0
appinventor.ai_registeraccount15,1,0,0,0,0,1,30,7,4,3,0
com.blogspot.aeioulabs.ghongruler,2,0,1,1,0,5,4,5,6,1,0
appinventor.ai_emily2541,2,0,0,0,0,1,36,9,5,3,1
com.bgrmobilestudio.tips.pokemonduel.tricks,3,0,0,0,0,1,8,4,4,2,0
com.deshiandroid.apps,3,0,0,0,0,1,4,3,2,2,1
com.Codecture.Afkloud,6,0,4,3,0,5,8,5,14,4,0
cn.paeodojg.awedjois,2,0,3,3,0,18,0,4,17,1,0
com.atom,1,0,0,0,0,1,9,2,0,0,0
com.android,8,0,3,3,0,3,5,6,14,5,0
com.bhkapps.shouter99AE7CEA2763EED7FA859C880ECC3A8DFB87C5C2,7,1,3,5,0,10,10,7,15,5,1
com.cncd.japan.xiaobao.queryphonenum,4,0,1,1,0,4,0,2,14,2,0
com.akutansiukm,20,0,0,1,0,1,1,4,5,0,0
com.aldev.devcontrol,5,0,3,0,0,3,2,5,11,3,0
com.elfswipe03CFEBE0925CF0CB7FD01FA546187776BA0B3736,7,1,3,5,0,10,12,7,15,5,1
appinventor.ai_gianlombard,3,0,0,0,0,1,24,8,3,3,0
com.danieonline,4,0,0,0,0,1,8,3,2,2,0
com.db,1,0,0,0,1,1,0,1,4,1,0
com.anime,3,0,0,0,0,1,8,2,2,2,0
com.newinfomaeightba.nodie,2,0,0,1,1,1,2,8,13,5,0
com.luapp.bob,4,0,1,2,0,2,11,8,6,5,0
com.qmtiku.categoryId_56,26,0,3,4,0,7,0,6,17,3,0
com.drawpecapse.bysczh,4,0,1,1,1,2,2,4,16,3,0
com.dlqkmvb.jlhd,10,0,0,1,1,2,4,9,31,8,2
com.pw.smartbar,18,1,3,5,0,4,0,2,23,0,0
com.baidu.gaga,4,1,3,2,0,3,13,6,55,5,0
com.TipsMengatasiKetombe.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
com.TeenFashionIdeas.saiyaapp,3,0,0,0,0,1,4,2,2,2,0
com.minesweeping,6,0,1,1,0,4,0,2,8,0,0
com.fang.fangvoicediary,10,0,2,2,0,6,4,9,20,9,1
com.kcb.schedulessder,6,0,1,1,0,2,0,1,7,0,0
com.Designyourownschoolbag,3,0,0,0,0,1,8,2,2,2,0
com.RibbonFlowerTutorial.ucuper,3,0,0,0,0,1,4,2,2,2,0
com.bdjacgegbi,7,0,1,1,1,2,4,5,9,1,0
com.feaapdf.rwsda,6,1,3,3,0,6,0,2,21,3,0
com.agenttapp,2,0,1,0,0,2,0,0,3,1,0
com.Dpsmokeartname.widodostudio,3,0,0,0,0,1,8,2,2,2,0
com.jodistudio.TownHall11WarBaseLayouts,3,0,0,0,0,1,9,3,2,2,0
com.longdressdesignideas.goddardstudio,3,0,0,0,0,1,4,2,2,2,0
co.kr,4,0,0,0,0,1,7,7,5,4,0
com.nayakadeveloper.opick,2,0,0,0,0,1,7,2,6,3,0
com.a56581301651e436795469e0a,10,0,3,2,0,5,6,9,11,6,2
com.haxor,10,0,3,5,0,6,0,1,8,0,0
br.com.carlosrafaelgn.fplay,2,0,2,1,0,4,1,4,13,6,8
b4a.takedownnotes,2,0,1,1,0,1,21,9,2,2,0
com.afar.repairforandroidproblems,3,0,0,0,0,1,9,3,2,2,0
com.bukuoryzaee,3,0,0,0,0,1,18,5,2,2,0
cf.restaurant_salento,2,0,0,0,1,1,5,6,6,4,0
com.NewBabyFrock.redjola,3,0,0,0,0,1,4,2,2,2,0
com.BestSongsSoyLuna.sidikdroid,3,0,0,0,0,1,8,2,2,2,0
com.ishow.dzgmcsc5,8,0,3,1,1,9,4,7,11,6,1
com.jinghdfghfgfjdgsk,5,0,3,3,0,4,0,5,12,3,2
com.auybbb,17,0,5,4,2,9,4,10,44,9,0
com.qihoo360.feichuantjp,18,0,6,6,0,8,0,8,17,8,0
classicrock.music.compilations,2,0,0,0,0,1,8,2,2,2,0
com.cncd.janli.proen2000,6,0,1,1,0,4,0,2,14,1,0
com.Reggae.Dance,8,0,0,0,0,1,9,3,3,3,1
an.TurkTranslate,2,0,1,1,2,2,6,6,2,2,0
com.example.dzsjga,1,0,0,0,0,1,2,6,8,3,0
com.ascot,2,0,0,0,0,1,7,5,3,3,0
com.color.coloring.game.draw.manga.cartoon,5,0,2,1,0,2,24,4,3,2,0
com.DiyAccessoriesHP.myapp,3,0,0,0,0,1,4,2,2,2,0
com.koesplus01.happymusica,2,0,0,0,0,1,7,2,5,3,0
com.andoappsLTD,5,0,0,0,0,1,5,3,2,2,1
air.CarteGrise,1,0,0,0,0,1,0,1,1,0,0
com.apusapps.theme,2,0,1,0,0,2,2,3,1,0,0
at.mkw.smartarea,5,0,0,1,0,1,12,7,4,4,0
com.ghongcarpente0410.quizgame.flag.domob,4,0,1,1,0,4,1,1,7,0,0
com.dkrun,4,0,3,3,0,2,3,3,8,0,0
com.auybbb,17,0,5,3,2,9,4,10,44,7,0
com.lencolfoursi.zjqcknz,5,1,3,1,0,6,0,2,16,4,0
com.jock.more.byzm,2,0,1,1,0,3,2,2,14,3,0
com.kamilafarzana.bestvanillarecipes,3,0,0,0,0,1,4,2,2,2,0
cobnm.fwdgewage.gwdea,6,0,2,3,0,5,2,6,21,6,0
ca.arirobinson.bicyclespokecalculator,3,0,0,0,0,1,15,4,2,2,0
com.PantryStyle.ardhoapp,3,0,0,0,0,1,4,2,2,2,0
com.axelero,1,0,0,0,0,1,0,0,2,1,0
com.newminisixliuosts.huansuan,4,0,1,1,0,2,0,3,10,0,0
com.dmitsoft,3,0,2,2,1,2,12,5,2,2,0
aimoxiu.theme,1,0,0,0,0,1,0,5,8,4,0
com.Doctor.anatomia,7,0,0,0,0,1,14,4,2,2,0
com.jakiroapps.streetfashiongirl,3,0,0,0,0,1,4,2,2,2,0
com.itnn.njtj,2,0,3,1,0,14,0,0,30,0,0
cn.com.opda.android.onekclearmaster5D4C072BB19F72D3102BD01504813660A78FE2AA,34,0,5,7,0,12,0,6,27,3,1
com.hmd.vozdediospr,1,0,0,0,0,1,1,1,2,0,0
com.ktls.scandandclearB5067B8E9F109EA604D632F91BDE4333AE0750C1,18,0,8,6,0,18,0,2,17,0,0
com.apusapps.tools,12,1,3,3,0,11,10,6,20,8,11
aqsahotel,4,0,1,1,1,3,5,5,11,5,0
com.Dev7Mus.Almktaba.Achamila.app.free,5,0,0,0,0,1,12,3,5,2,0
com.advisorlynx.mobileadvisor.eastrust,1,0,2,2,0,3,6,5,5,2,0
com.bassiqw,51,0,7,5,1,14,1,9,28,11,0
com.Adab.Islam.Lengkap,3,0,0,0,0,1,9,3,2,2,0
com.jodistudio.TownHall10WarBaseLayouts,3,0,0,0,0,1,9,3,2,2,0
com.azmovebamo.bamboo,3,0,2,1,0,2,0,3,8,0,0
com.bintjbeilsubscribe,1,0,0,0,0,1,0,2,8,3,0
com.ffqm.qiming,55,1,2,5,0,3,0,3,8,0,0
com.bmmobil.com,1,0,0,0,0,1,1,1,4,0,0
com.GoldBraceletDesign.sipipit,3,0,0,0,0,1,8,2,2,2,0
com.naff.rohimapp,3,0,0,0,0,1,8,2,2,2,0
com.CustomHelmet.hamdystudio,3,0,0,0,0,1,4,2,2,2,0
com.mimivip.missyou,8,2,1,5,0,3,0,2,16,0,0
com.android.jieye,8,0,1,0,0,3,7,7,8,5,0
com.folio3.games.candymojfslkfks,4,0,1,1,1,2,3,4,8,1,0
android.lifdsh.feiata,18,0,4,3,0,22,13,9,14,6,2
com.andromo.dev413647,26,0,0,0,0,1,5,3,2,2,1
com.newinfomaeightba.rili,6,0,1,1,0,3,0,2,11,0,0
com.namabayiperempuan.ptmamudindonesia,3,0,0,0,0,1,5,2,2,2,0
com.android.omndua,4,0,3,1,0,9,0,1,19,0,0
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
com.acidapps,8,0,0,0,0,1,18,6,2,2,0
com.berg.cube,4,0,1,1,0,2,0,1,7,0,0
com.apps.petsncare,1,0,0,0,0,1,0,0,7,0,0
com.WuJJapp.BoyQimnegB0EFD5375926965993584BF3EB02B02D6B90B6EF,5,0,0,1,0,1,0,2,7,0,0
